Data;Usuário;Estação;Programa;Data Programa;Total CTs;Passou;Falhou;Segundos;Versão;Release;CTs Falhou;Banco de dados;Chamado;ID Execução;Pais;Tipo de Teste
"21/08/2025 10:04:53";"BrunoAriasRocha";"AGLMSCGPE09EKBH";"TESTE2MATA010";"19800101";1;0;1;74.34;"12";"12.1.2410";"001 - Key is not supported";"MSSQL";"";"20250821";"BRA";"TIR"
