2025-08-21 12:38:10,186-DEBUG-root-28712::logging_config::logger|188:: Log file created: 'Log\AGLMSCGPE09EKBH\TIR__20250821123810177.log'
2025-08-21 12:38:10,186-INFO-root-28712::base::Start|1175:: TIR Version: 1.20.30
2025-08-21 12:38:10,187-INFO-root-28712::base::Start|1176:: Starting the browser
2025-08-21 12:38:21,294-INFO-root-28712::base::get_url|1274:: Page is ready!
2025-08-21 12:38:21,297-INFO-root-28712::base::Start|1242:: Browser maximized to 1936x1048
2025-08-21 12:38:21,298-INFO-root-28712::base::Start|1244:: Screen size is different from default used in headless mode
2025-08-21 12:38:21,330-INFO-root-28712::webapp_internal::Setup|240:: ***System Info*** in Setup():
2025-08-21 12:38:21,331-DEBUG-root-28712::psutil_info::system_info|5:: CPU USAGE: 76.4%
2025-08-21 12:38:21,332-DEBUG-root-28712::psutil_info::system_info|6:: MEMORY USAGE: 92.0%
2025-08-21 12:38:21,332-DEBUG-root-28712::psutil_info::system_info|7:: MEMORY AVAILABLE: 7.96%
2025-08-21 12:38:21,343-INFO-root-28712::base::webapp_shadowroot|1374:: Webapp: 10.1.2-RC12
2025-08-21 12:38:21,343-INFO-root-28712::webapp_internal::filling_initial_program|437:: Filling Initial Program: "SIGACOM"
2025-08-21 12:38:21,343-DEBUG-root-28712::webapp_internal::wait_element|7645:: Waiting for element
2025-08-21 12:38:21,393-DEBUG-root-28712::webapp_internal::wait_element|7675:: Element found! Waiting for element to be displayed.
2025-08-21 12:38:21,590-DEBUG-root-28712::base::click|189:: Click Type: ClickType.JS
2025-08-21 12:38:21,600-DEBUG-root-28712::webapp_internal::try_send_keys|7998:: Trying to send keys to element using technique 0
2025-08-21 12:38:21,981-DEBUG-root-28712::webapp_internal::get_web_value|3186:: Current value: SIGACOM
2025-08-21 12:38:21,981-INFO-root-28712::webapp_internal::filling_server_environment|451:: Filling Server Environment: "CG7XJ1_HMG"
2025-08-21 12:38:21,981-DEBUG-root-28712::webapp_internal::wait_element|7645:: Waiting for element
2025-08-21 12:38:22,034-DEBUG-root-28712::webapp_internal::wait_element|7675:: Element found! Waiting for element to be displayed.
2025-08-21 12:38:22,242-DEBUG-root-28712::base::click|189:: Click Type: ClickType.JS
2025-08-21 12:38:22,251-DEBUG-root-28712::webapp_internal::try_send_keys|7998:: Trying to send keys to element using technique 0
2025-08-21 12:38:22,639-DEBUG-root-28712::webapp_internal::get_web_value|3186:: Current value: CG7XJ1_HMG
2025-08-21 12:38:22,680-DEBUG-root-28712::base::click|189:: Click Type: ClickType.JS
2025-08-21 12:38:22,698-DEBUG-root-28712::webapp_internal::user_screen|507:: Filling user screen
2025-08-21 12:38:29,379-DEBUG-root-28712::webapp_internal::wait_element_timeout|7748:: Element found! Waiting for element to be displayed.
2025-08-21 12:38:29,466-DEBUG-root-28712::base::scroll_to_element|750:: ********Warining scroll_to_element exception: Message: TypeError: can't access property "scrollIntoView", arguments[0] is null
*********
2025-08-21 12:38:29,862-INFO-root-28712::webapp_internal::user_screen|549:: Filling User
2025-08-21 12:38:29,895-DEBUG-root-28712::base::double_click|256:: Click Type: ClickType.SELENIUM
2025-08-21 12:38:30,138-DEBUG-root-28712::webapp_internal::get_web_value|3186:: Current value: BRUNO.ROCHA
2025-08-21 12:38:30,180-INFO-root-28712::webapp_internal::user_screen|609:: Filling Password
2025-08-21 12:38:30,219-DEBUG-root-28712::base::click|189:: Click Type: ClickType.JS
2025-08-21 12:38:30,314-DEBUG-root-28712::webapp_internal::get_web_value|3186:: Current value: 123
2025-08-21 12:38:30,315-DEBUG-root-28712::webapp_internal::wait_blocker|2399:: Waiting blocker to continue...
2025-08-21 12:38:30,367-DEBUG-root-28712::webapp_internal::wait_blocker|2424:: Blocker status: None
2025-08-21 12:38:30,463-DEBUG-root-28712::webapp_internal::wait_blocker|2399:: Waiting blocker to continue...
2025-08-21 12:38:30,509-DEBUG-root-28712::webapp_internal::wait_blocker|2424:: Blocker status: None
2025-08-21 12:38:30,509-DEBUG-root-28712::webapp_internal::send_action|10475:: Trying to send action
2025-08-21 12:38:30,517-DEBUG-root-28712::base::click|189:: Click Type: ClickType.JS
2025-08-21 12:38:31,602-DEBUG-root-28712::webapp_internal::send_action|10516:: send_action method result = True
2025-08-21 12:38:31,603-DEBUG-root-28712::webapp_internal::send_action|10517:: send_action selenium status: False
2025-08-21 12:38:32,429-DEBUG-root-28712::base::scroll_to_element|750:: ********Warining scroll_to_element exception: Message: TypeError: can't access property "scrollIntoView", arguments[0] is null
*********
2025-08-21 12:38:32,532-INFO-root-28712::webapp_internal::filling_date|867:: Filling Date: "21/08/2025"
2025-08-21 12:38:32,533-DEBUG-root-28712::webapp_internal::wait_blocker|2399:: Waiting blocker to continue...
2025-08-21 12:38:32,603-DEBUG-root-28712::webapp_internal::wait_blocker|2424:: Blocker status: None
2025-08-21 12:38:32,606-DEBUG-root-28712::base::click|189:: Click Type: ClickType.JS
2025-08-21 12:38:32,636-DEBUG-root-28712::webapp_internal::try_send_keys|7998:: Trying to send keys to element using technique 1
2025-08-21 12:38:32,704-DEBUG-root-28712::webapp_internal::get_web_value|3186:: Current value: 21/08/2025
2025-08-21 12:38:33,856-INFO-root-28712::webapp_internal::filling_group|920:: Filling Group: "01"
2025-08-21 12:38:33,856-DEBUG-root-28712::webapp_internal::wait_blocker|2399:: Waiting blocker to continue...
2025-08-21 12:38:33,931-DEBUG-root-28712::webapp_internal::wait_blocker|2424:: Blocker status: None
2025-08-21 12:38:33,934-DEBUG-root-28712::base::click|189:: Click Type: ClickType.JS
2025-08-21 12:38:34,078-DEBUG-root-28712::webapp_internal::get_web_value|3186:: Current value: 01
2025-08-21 12:38:35,223-INFO-root-28712::webapp_internal::filling_branch|1011:: Filling Branch: "01011001"
2025-08-21 12:38:35,223-DEBUG-root-28712::webapp_internal::wait_blocker|2399:: Waiting blocker to continue...
2025-08-21 12:38:35,311-DEBUG-root-28712::webapp_internal::wait_blocker|2424:: Blocker status: None
2025-08-21 12:38:35,314-DEBUG-root-28712::base::click|189:: Click Type: ClickType.JS
2025-08-21 12:38:35,404-DEBUG-root-28712::webapp_internal::get_web_value|3186:: Current value: 01011001
