2025-08-21 10:09:07,341-DEBUG-root-17988::logging_config::logger|188:: Log file created: 'Log\AGLMSCGPE09EKBH\TIR__20250821100907336.log'
2025-08-21 10:09:07,342-INFO-root-17988::base::Start|1175:: TIR Version: 1.20.30
2025-08-21 10:09:07,342-INFO-root-17988::base::Start|1176:: Starting the browser
2025-08-21 10:09:17,680-INFO-root-17988::base::get_url|1274:: Page is ready!
2025-08-21 10:09:17,686-INFO-root-17988::base::Start|1242:: Browser maximized to 1936x1048
2025-08-21 10:09:17,687-INFO-root-17988::base::Start|1244:: Screen size is different from default used in headless mode
2025-08-21 10:09:17,719-INFO-root-17988::webapp_internal::Setup|240:: ***System Info*** in Setup():
2025-08-21 10:09:17,719-DEBUG-root-17988::psutil_info::system_info|5:: CPU USAGE: 55.6%
2025-08-21 10:09:17,720-DEBUG-root-17988::psutil_info::system_info|6:: MEMORY USAGE: 87.3%
2025-08-21 10:09:17,721-DEBUG-root-17988::psutil_info::system_info|7:: MEMORY AVAILABLE: 12.71%
2025-08-21 10:09:17,727-INFO-root-17988::base::webapp_shadowroot|1374:: Webapp: 10.1.2-RC12
2025-08-21 10:09:17,729-INFO-root-17988::webapp_internal::filling_initial_program|437:: Filling Initial Program: "SIGACOM"
2025-08-21 10:09:17,729-DEBUG-root-17988::webapp_internal::wait_element|7652:: Waiting for element
2025-08-21 10:09:17,771-DEBUG-root-17988::webapp_internal::wait_element|7682:: Element found! Waiting for element to be displayed.
2025-08-21 10:09:17,956-DEBUG-root-17988::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:09:17,965-DEBUG-root-17988::webapp_internal::try_send_keys|8005:: Trying to send keys to element using technique 0
2025-08-21 10:09:18,342-DEBUG-root-17988::webapp_internal::get_web_value|3193:: Current value: SIGACOM
2025-08-21 10:09:18,342-INFO-root-17988::webapp_internal::filling_server_environment|451:: Filling Server Environment: "CG7XJ1_HMG"
2025-08-21 10:09:18,342-DEBUG-root-17988::webapp_internal::wait_element|7652:: Waiting for element
2025-08-21 10:09:18,368-DEBUG-root-17988::webapp_internal::wait_element|7682:: Element found! Waiting for element to be displayed.
2025-08-21 10:09:18,610-DEBUG-root-17988::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:09:18,618-DEBUG-root-17988::webapp_internal::try_send_keys|8005:: Trying to send keys to element using technique 0
2025-08-21 10:09:18,961-DEBUG-root-17988::webapp_internal::get_web_value|3193:: Current value: CG7XJ1_HMG
2025-08-21 10:09:18,994-DEBUG-root-17988::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:09:19,013-DEBUG-root-17988::webapp_internal::user_screen|507:: Filling user screen
2025-08-21 10:09:25,766-DEBUG-root-17988::webapp_internal::wait_element_timeout|7755:: Element found! Waiting for element to be displayed.
2025-08-21 10:09:25,833-DEBUG-root-17988::base::scroll_to_element|750:: ********Warining scroll_to_element exception: Message: TypeError: can't access property "scrollIntoView", arguments[0] is null
*********
2025-08-21 10:09:26,153-INFO-root-17988::webapp_internal::user_screen|549:: Filling User
2025-08-21 10:09:26,191-DEBUG-root-17988::base::double_click|256:: Click Type: ClickType.SELENIUM
2025-08-21 10:09:26,417-DEBUG-root-17988::webapp_internal::get_web_value|3193:: Current value: BRUNO.ROCHA
2025-08-21 10:09:26,449-INFO-root-17988::webapp_internal::user_screen|609:: Filling Password
2025-08-21 10:09:26,483-DEBUG-root-17988::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:09:26,597-DEBUG-root-17988::webapp_internal::get_web_value|3193:: Current value: 123
2025-08-21 10:09:26,599-DEBUG-root-17988::webapp_internal::wait_blocker|2399:: Waiting blocker to continue...
2025-08-21 10:09:26,650-DEBUG-root-17988::webapp_internal::wait_blocker|2424:: Blocker status: None
2025-08-21 10:09:26,734-DEBUG-root-17988::webapp_internal::wait_blocker|2399:: Waiting blocker to continue...
2025-08-21 10:09:26,783-DEBUG-root-17988::webapp_internal::wait_blocker|2424:: Blocker status: None
2025-08-21 10:09:26,784-DEBUG-root-17988::webapp_internal::send_action|10482:: Trying to send action
2025-08-21 10:09:26,793-DEBUG-root-17988::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:09:27,879-DEBUG-root-17988::webapp_internal::send_action|10523:: send_action method result = True
2025-08-21 10:09:27,879-DEBUG-root-17988::webapp_internal::send_action|10524:: send_action selenium status: False
2025-08-21 10:09:28,695-DEBUG-root-17988::base::scroll_to_element|750:: ********Warining scroll_to_element exception: Message: TypeError: can't access property "scrollIntoView", arguments[0] is null
*********
2025-08-21 10:09:28,782-INFO-root-17988::webapp_internal::filling_date|867:: Filling Date: "21/08/2025"
2025-08-21 10:09:28,782-DEBUG-root-17988::webapp_internal::wait_blocker|2399:: Waiting blocker to continue...
2025-08-21 10:09:28,840-DEBUG-root-17988::webapp_internal::wait_blocker|2424:: Blocker status: None
2025-08-21 10:09:28,843-DEBUG-root-17988::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:09:28,857-DEBUG-root-17988::webapp_internal::try_send_keys|8005:: Trying to send keys to element using technique 1
2025-08-21 10:09:28,926-DEBUG-root-17988::webapp_internal::get_web_value|3193:: Current value: 21/08/2025
2025-08-21 10:09:30,031-INFO-root-17988::webapp_internal::filling_group|920:: Filling Group: "01"
2025-08-21 10:09:30,031-DEBUG-root-17988::webapp_internal::wait_blocker|2399:: Waiting blocker to continue...
2025-08-21 10:09:30,106-DEBUG-root-17988::webapp_internal::wait_blocker|2424:: Blocker status: None
2025-08-21 10:09:30,110-DEBUG-root-17988::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:09:30,249-DEBUG-root-17988::webapp_internal::get_web_value|3193:: Current value: 01
2025-08-21 10:09:31,342-INFO-root-17988::webapp_internal::filling_branch|1011:: Filling Branch: "01011001"
2025-08-21 10:09:31,342-DEBUG-root-17988::webapp_internal::wait_blocker|2399:: Waiting blocker to continue...
2025-08-21 10:09:31,399-DEBUG-root-17988::webapp_internal::wait_blocker|2424:: Blocker status: None
2025-08-21 10:09:31,399-DEBUG-root-17988::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:09:31,738-DEBUG-root-17988::webapp_internal::get_web_value|3193:: Current value: 
2025-08-21 10:09:32,842-INFO-root-17988::webapp_internal::filling_branch|1011:: Filling Branch: "01011001"
2025-08-21 10:09:32,842-DEBUG-root-17988::webapp_internal::wait_blocker|2399:: Waiting blocker to continue...
2025-08-21 10:09:32,900-DEBUG-root-17988::webapp_internal::wait_blocker|2424:: Blocker status: None
2025-08-21 10:09:32,917-DEBUG-root-17988::base::click|189:: Click Type: ClickType.SELENIUM
2025-08-21 10:09:33,064-DEBUG-root-17988::webapp_internal::get_web_value|3193:: Current value: 01011001
2025-08-21 10:09:34,393-INFO-root-17988::webapp_internal::environment_screen|784:: Clicking on Button
2025-08-21 10:09:34,393-DEBUG-root-17988::webapp_internal::wait_blocker|2399:: Waiting blocker to continue...
2025-08-21 10:09:34,449-DEBUG-root-17988::webapp_internal::wait_blocker|2424:: Blocker status: None
2025-08-21 10:09:34,449-DEBUG-root-17988::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:09:35,485-DEBUG-root-17988::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:09:36,498-DEBUG-root-17988::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:09:37,500-DEBUG-root-17988::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:09:38,515-DEBUG-root-17988::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:09:39,534-DEBUG-root-17988::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:09:40,548-DEBUG-root-17988::webapp_internal::close_screen_before_menu|370:: Closing screen before the menu
2025-08-21 10:09:40,606-DEBUG-root-17988::webapp_internal::close_warning_screen|1449:: Closing warning screen!
2025-08-21 10:09:41,662-DEBUG-root-17988::webapp_internal::check_screen_element|1255:: Checking screen element: "Atenção": True
2025-08-21 10:09:41,832-DEBUG-root-17988::webapp_internal::wait_element_timeout|7755:: Element found! Waiting for element to be displayed.
2025-08-21 10:09:41,931-DEBUG-root-17988::webapp_internal::wait_blocker|2399:: Waiting blocker to continue...
2025-08-21 10:09:42,030-DEBUG-root-17988::webapp_internal::wait_blocker|2424:: Blocker status: False
2025-08-21 10:09:42,030-DEBUG-root-17988::webapp_internal::send_action|10482:: Trying to send action
2025-08-21 10:09:42,046-DEBUG-root-17988::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:09:43,079-DEBUG-root-17988::webapp_internal::send_action|10523:: send_action method result = True
2025-08-21 10:09:43,079-DEBUG-root-17988::webapp_internal::send_action|10524:: send_action selenium status: False
2025-08-21 10:09:43,081-DEBUG-root-17988::webapp_internal::close_coin_screen|1385:: Closing coin screen!
2025-08-21 10:09:43,662-DEBUG-root-17988::base::click|189:: Click Type: ClickType.JS
