2025-08-21 10:21:35,498-DEBUG-root-356::logging_config::logger|188:: Log file created: 'Log\AGLMSCGPE09EKBH\TIR__20250821102135487.log'
2025-08-21 10:21:35,499-INFO-root-356::base::Start|1175:: TIR Version: 1.20.30
2025-08-21 10:21:35,499-INFO-root-356::base::Start|1176:: Starting the browser
2025-08-21 10:21:46,126-INFO-root-356::base::get_url|1274:: Page is ready!
2025-08-21 10:21:46,129-INFO-root-356::base::Start|1242:: Browser maximized to 1936x1048
2025-08-21 10:21:46,130-INFO-root-356::base::Start|1244:: Screen size is different from default used in headless mode
2025-08-21 10:21:46,178-INFO-root-356::webapp_internal::Setup|240:: ***System Info*** in Setup():
2025-08-21 10:21:46,182-DEBUG-root-356::psutil_info::system_info|5:: CPU USAGE: 52.0%
2025-08-21 10:21:46,185-DEBUG-root-356::psutil_info::system_info|6:: MEMORY USAGE: 89.1%
2025-08-21 10:21:46,187-DEBUG-root-356::psutil_info::system_info|7:: MEMORY AVAILABLE: 10.94%
2025-08-21 10:21:46,206-INFO-root-356::base::webapp_shadowroot|1374:: Webapp: 10.1.2-RC12
2025-08-21 10:21:46,210-INFO-root-356::webapp_internal::filling_initial_program|437:: Filling Initial Program: "SIGACOM"
2025-08-21 10:21:46,221-DEBUG-root-356::webapp_internal::wait_element|7652:: Waiting for element
2025-08-21 10:21:46,285-DEBUG-root-356::webapp_internal::wait_element|7682:: Element found! Waiting for element to be displayed.
2025-08-21 10:21:46,468-DEBUG-root-356::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:21:46,474-DEBUG-root-356::webapp_internal::try_send_keys|8005:: Trying to send keys to element using technique 0
2025-08-21 10:21:46,860-DEBUG-root-356::webapp_internal::get_web_value|3193:: Current value: SIGACOM
2025-08-21 10:21:46,860-INFO-root-356::webapp_internal::filling_server_environment|451:: Filling Server Environment: "CG7XJ1_HMG"
2025-08-21 10:21:46,860-DEBUG-root-356::webapp_internal::wait_element|7652:: Waiting for element
2025-08-21 10:21:46,903-DEBUG-root-356::webapp_internal::wait_element|7682:: Element found! Waiting for element to be displayed.
2025-08-21 10:21:47,109-DEBUG-root-356::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:21:47,117-DEBUG-root-356::webapp_internal::try_send_keys|8005:: Trying to send keys to element using technique 0
2025-08-21 10:21:47,491-DEBUG-root-356::webapp_internal::get_web_value|3193:: Current value: CG7XJ1_HMG
2025-08-21 10:21:47,525-DEBUG-root-356::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:21:47,546-DEBUG-root-356::webapp_internal::user_screen|507:: Filling user screen
2025-08-21 10:21:56,300-DEBUG-root-356::webapp_internal::wait_element_timeout|7755:: Element found! Waiting for element to be displayed.
2025-08-21 10:21:56,361-DEBUG-root-356::base::scroll_to_element|750:: ********Warining scroll_to_element exception: Message: TypeError: can't access property "scrollIntoView", arguments[0] is null
*********
2025-08-21 10:21:56,765-INFO-root-356::webapp_internal::user_screen|549:: Filling User
2025-08-21 10:21:56,798-DEBUG-root-356::base::double_click|256:: Click Type: ClickType.SELENIUM
2025-08-21 10:21:57,011-DEBUG-root-356::webapp_internal::get_web_value|3193:: Current value: BRUNO.ROCHA
2025-08-21 10:21:57,066-INFO-root-356::webapp_internal::user_screen|609:: Filling Password
2025-08-21 10:21:57,097-DEBUG-root-356::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:21:57,198-DEBUG-root-356::webapp_internal::get_web_value|3193:: Current value: 123
2025-08-21 10:21:57,198-DEBUG-root-356::webapp_internal::wait_blocker|2399:: Waiting blocker to continue...
2025-08-21 10:21:57,250-DEBUG-root-356::webapp_internal::wait_blocker|2424:: Blocker status: None
2025-08-21 10:21:57,368-DEBUG-root-356::webapp_internal::wait_blocker|2399:: Waiting blocker to continue...
2025-08-21 10:21:57,415-DEBUG-root-356::webapp_internal::wait_blocker|2424:: Blocker status: None
2025-08-21 10:21:57,415-DEBUG-root-356::webapp_internal::send_action|10482:: Trying to send action
2025-08-21 10:21:57,415-DEBUG-root-356::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:21:58,505-DEBUG-root-356::webapp_internal::send_action|10523:: send_action method result = True
2025-08-21 10:21:58,505-DEBUG-root-356::webapp_internal::send_action|10524:: send_action selenium status: False
2025-08-21 10:21:59,239-DEBUG-root-356::base::scroll_to_element|750:: ********Warining scroll_to_element exception: Message: TypeError: can't access property "scrollIntoView", arguments[0] is null
*********
2025-08-21 10:21:59,314-INFO-root-356::webapp_internal::filling_date|867:: Filling Date: "21/08/2025"
2025-08-21 10:21:59,314-DEBUG-root-356::webapp_internal::wait_blocker|2399:: Waiting blocker to continue...
2025-08-21 10:21:59,382-DEBUG-root-356::webapp_internal::wait_blocker|2424:: Blocker status: None
2025-08-21 10:21:59,382-DEBUG-root-356::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:21:59,415-DEBUG-root-356::webapp_internal::try_send_keys|8005:: Trying to send keys to element using technique 1
2025-08-21 10:21:59,500-DEBUG-root-356::webapp_internal::get_web_value|3193:: Current value: 21/08/2025
2025-08-21 10:22:00,633-INFO-root-356::webapp_internal::filling_group|920:: Filling Group: "01"
2025-08-21 10:22:00,633-DEBUG-root-356::webapp_internal::wait_blocker|2399:: Waiting blocker to continue...
2025-08-21 10:22:00,683-DEBUG-root-356::webapp_internal::wait_blocker|2424:: Blocker status: None
2025-08-21 10:22:00,701-DEBUG-root-356::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:22:00,831-DEBUG-root-356::webapp_internal::get_web_value|3193:: Current value: 01
2025-08-21 10:22:01,911-INFO-root-356::webapp_internal::filling_branch|1011:: Filling Branch: "01011001"
2025-08-21 10:22:01,911-DEBUG-root-356::webapp_internal::wait_blocker|2399:: Waiting blocker to continue...
2025-08-21 10:22:01,966-DEBUG-root-356::webapp_internal::wait_blocker|2424:: Blocker status: None
2025-08-21 10:22:01,982-DEBUG-root-356::base::click|189:: Click Type: ClickType.JS
