2025-08-21 10:06:47,126-DEBUG-root-26244::logging_config::logger|188:: Log file created: 'Log\AGLMSCGPE09EKBH\TIR__20250821100647120.log'
2025-08-21 10:06:47,126-INFO-root-26244::base::Start|1175:: TIR Version: 1.20.30
2025-08-21 10:06:47,126-INFO-root-26244::base::Start|1176:: Starting the browser
2025-08-21 10:06:57,539-INFO-root-26244::base::get_url|1274:: Page is ready!
2025-08-21 10:06:57,542-INFO-root-26244::base::Start|1242:: Browser maximized to 1936x1048
2025-08-21 10:06:57,542-INFO-root-26244::base::Start|1244:: Screen size is different from default used in headless mode
2025-08-21 10:06:57,571-INFO-root-26244::webapp_internal::Setup|240:: ***System Info*** in Setup():
2025-08-21 10:06:57,572-DEBUG-root-26244::psutil_info::system_info|5:: CPU USAGE: 48.4%
2025-08-21 10:06:57,573-DEBUG-root-26244::psutil_info::system_info|6:: MEMORY USAGE: 86.1%
2025-08-21 10:06:57,573-DEBUG-root-26244::psutil_info::system_info|7:: MEMORY AVAILABLE: 13.94%
2025-08-21 10:06:57,580-INFO-root-26244::base::webapp_shadowroot|1374:: Webapp: 10.1.2-RC12
2025-08-21 10:06:57,581-INFO-root-26244::webapp_internal::filling_initial_program|437:: Filling Initial Program: "SIGACOM"
2025-08-21 10:06:57,581-DEBUG-root-26244::webapp_internal::wait_element|7652:: Waiting for element
2025-08-21 10:06:57,613-DEBUG-root-26244::webapp_internal::wait_element|7682:: Element found! Waiting for element to be displayed.
2025-08-21 10:06:57,793-DEBUG-root-26244::base::click|189:: Click Type: ClickType.JS
2025-08-21 10:06:57,802-DEBUG-root-26244::webapp_internal::try_send_keys|8005:: Trying to send keys to element using technique 0
2025-08-21 10:06:58,189-DEBUG-root-26244::webapp_internal::get_web_value|3193:: Current value: SIGACOM
2025-08-21 10:06:58,189-INFO-root-26244::webapp_internal::filling_server_environment|451:: Filling Server Environment: "CG7XJ1_HMG"
2025-08-21 10:06:58,190-DEBUG-root-26244::webapp_internal::wait_element|7652:: Waiting for element
2025-08-21 10:06:58,239-DEBUG-root-26244::webapp_internal::wait_element|7682:: Element found! Waiting for element to be displayed.
